Finnish;English;Hungarian
Hän käyttää taistelussa kalliita erikoisvälineitä.;He uses expensive special equipment in battle.;Drágább különleges felszerelést használ harcban.
Hänen kävelykepissään on kätketty lasersäde.;There is a hidden laser beam in his walking stick.;Sétapálcájában rejtett lézersugár van.
Hänellä on sisäänvedettävät kynnet.;He has retractable claws.;Behúzható karma van neki.
Hän on halvaantunut vyötäröstä alaspäin.;He is paralyzed from the waist down.;Deréktól lefelé lebénult.
Hänellä on sininen turkki, keltaiset silmät ja häntä.;He has blue fur, yellow eyes and a tail.;Kék bundája, sárga szemei és farka van.
Hän on vihreäihoinen Marsista kotoisin oleva humanoidi.;He is a green-skinned humanoid from Mars.;Zöld bőrű humanoid, a Marsról származik.
Hänen ihonsa koostuu oransseista, halkeilleista laatoista.;His skin consists of orange, cracked tiles.;Bőre narancssárga, repedezett csempékből áll.
Hän peittää henkilöllisyytensä valkoisilla suojalaseilla.;He covers his identity with white goggles.;Fehér védőszemüveggel fedi személyazonosságát.
Hän käyttää naamiota.;He wears a mask.;Maszkot visel.
Hän pukeutuu värikkääseen pukuun.;He wears a colorful suit.;Színes ruhába öltözik.
Hän pukeutuu yleensä vihreään kaapuun.;He usually wears a green robe.;Általában zöld köpenyt visel.
Hänen pukunsa on väriltään punainen.;His suit is red in color.;Ruhája piros színű.
Hänen pukunsa rinnuksessa on S-kirjain.;His suit has an S on the chest.;Ruháján S betű van a mellkasán.
Hänellä on Yhdysvaltain lippuun perustuva univormu.;He has a uniform based on the American flag.;Az Egyesült Államok zászlajára alapozott egyenruhája van.
Hän käyttää asua, jossa on pitkä viitta.;He wears an outfit with a long cape.;Hosszú köpenyes öltözetet visel.
Hän käyttää sinistä viittaa, jossa on punaiset raidat.;He wears a blue cloak with red stripes.;Kék köpenyt visel piros csíkokkal.
Hän pukeutuu lepakkomaiseen asuun.;He wears a bat-like outfit.;Denevérszerű ruhát visel.
Hänen pukunsa pysäyttää luoteja.;His suit stops bullets.;Ruhája megállítja a lövedékeket.
Kun hänellä on puku yllään, hän voi nostaa 320 kg.;When wearing the suit, he can lift 320 kg.;Amikor a ruhát viseli, 320 kg-ot tud felemelni.
Hän käyttää haarniskaa.;He wears armor.;Páncélt visel.
Hän käyttää voimahaarniskaa.;He wears power armor.;Erőpáncélt visel.
Hänen pukunsa on valmistettu luodinkestävästä kevlarista.;His suit is made from bulletproof Kevlar.;Ruhája golyóálló Kevlarból készült.
Hän voi nostaa kaksi tonnia haarniskansa avulla.;He can lift two tons with his armor.;Páncéljával két tonnát tud felemelni.
Hän käyttää varusteinaan mekaanisia siipiä.;He uses mechanical wings as his equipment.;Felszerelésként mechanikus szárnyakat használ.
Hänen puvussaan on keinotekoiset siivet.;His suit has artificial wings.;Ruhájában mesterséges szárnyak vannak.
Hän saa voimansa amuletista.;He gets his power from an amulet.;Az erejét egy amulettből nyeri.
Hänellä on otsassa punainen jalokivi.;He has a red jewel on his forehead.;Homlokán piros drágakő van.
Hänellä on kryptoniitista valmistettu sormus.;He has a ring made of kryptonite.;Kryptonitból készült gyűrűje van.
Hänellä on hanskat, joissa on sisäänvedettävät terät.;He has gloves with retractable blades.;Kesztyűi behúzható pengékkel vannak.
Hän omistaa telepatialta suojaavan kypärän.;He owns a helmet that protects against telepathy.;Birtokol egy sisakot, amely véd a telepátia ellen.
Hänellä on kyberneettinen kypärä.;He has a cybernetic helmet.;Van egy kibertisztikus sisakja.
Hän käyttää yleensä leijuvaa tuolia.;He usually uses a hovering chair.;Általában lebegő széket használ.
Hän on moottoripyörätemppuilija.;He is a motorcycle stuntman.;Motoros kaszkadőr.
Hän ajaa lepakkoautollaan Gotham Cityn ympäri.;He drives his bat car around Gotham City.;A denevérautójával Gotham City körül vezet.
Hänen salainen tukikohtansa on nimeltään Lepakkoluola.;His secret base is called the Batcave.;Titkos bázisa a denevérbarlang.
Hän syntyi Krypton-planeetalla.;He was born on the planet Krypton.;A Kripton bolygón született.
Hän joutui mutaatiokemikaalin altistumaksi.;He was exposed to a mutation chemical.;Mutációs kémiai anyagnak volt kitéve.
Hänet luotiin Supersotilasseerumin avulla.;He was created using the Super Soldier Serum.;A Szuperkatona-szérum segítségével hozták létre.
Hän putosi kemikaalihappoa täynnä olevaan altaaseen.;He fell into a pool full of chemical acid.;Egy vegyi savval teli medencébe esett.
Hän on kotoisin avaruudesta.;He's from space.;Az űrből származik.
Radioaktiivinen gammapommi räjähti.;A radioactive gamma bomb exploded.;Radioaktív gamma bomba robbant fel.
Teini-iässä häntä puri radioaktiivinen hämähäkki.;As a teenager, a radioactive spider bit him.;Tini korában megcsípte egy radioaktív pók.
Hän sai voimansa mutageneettisen kaasun räjähdyksestä.;He got his powers from a mutagenic gas explosion.;Képességeit egy mutagén gáz robbanása adta.
Hän oli sähkökemiallisessa onnettomuudessa.;He was in an electrochemical accident.;Elektrokémiai baleset érte.
Hän peri demoniset voimansa isältään.;He inherited his demonic powers from his father.;Örökölte démoni erejét apjától.
Hän sai voimansa kosmisesta säteilystä.;He got his powers from cosmic radiation.;Képességeit kozmikus sugárzásból nyerte.
Kosminen säteily aiheutti geenimuutoksia.;Cosmic radiation caused genetic changes.;A kozmikus sugárzás genetikai változásokat okozott.
Hänelle annettiin vihreästä apinasta tehtyä seerumia.;He was given a serum made from a green monkey.;Egy zöld majomból készült szérumot adtak neki.
Mitä enemmän hän suuttuu, sitä enemmän hän vahvistuu.;The angrier he gets, the stronger he gets.;Minél dühösebb lesz, annál erősebbé válik.
Hänellä ei ole yli-inhimillisiä voimia.;He has no superhuman powers.;Nincsenek szuperemberi képességei.
Hän on erityisen ketterä atleetti.;He is a particularly agile athlete.;Különösen fürge atléta.
Hän on erinomainen akrobaatti ja lähitaistelija.;He is an excellent acrobat and melee fighter.;Kiváló akrobata és közelharcos.
Hän on taitava akrobaatti.;He is a skilled acrobat.;Jártass akrobata.
Hän käyttää akrobaattisia hyökkäysliikkeitä.;He uses acrobatic attack moves.;Akrobatikus támadó mozdulatokat használ.
Hän on olympiatason voimistelija.;He is an Olympic level gymnast.;Olimpiai szintű tornász.
Hän on mestari taistelulajeissa.;He is a master of martial arts.;Harcművészetek mestere.
Hän on mestari useissa itämaisissa taistelulajeissa.;He is a master of several oriental martial arts.;Több keleti harcművészet mestere.
Hän on myös hyvä aseeton taistelija.;He is also a good unarmed fighter.;Jó fegyvertelen harcos is.
Hän on taitava miekkailija ja ampuja.;He is a skilled swordsman and marksman.;Jártass kardforgató és mesterlövész.
Hän on mestariampuja ja -miekkailija.;He is a master marksman and swordsman.;Mesterlövész és kardforgató mester.
Hän on taidokas lähitaistelussa ja miekkailussa.;He is skilled in close combat and swordsmanship.;Jártas közelharcban és kardforgatásban.
Hän on taitava salamurhaaja.;He is a skilled assassin.;Jártass bérgyilkos.
Hän on olympiatason jousiampuja.;He is an Olympic level archer.;Olimpiai szintű íjász.
Hän on nerokas strategi ja ongelmanratkaisija.;He is a brilliant strategist and problem solver.;Briliáns stratégia és problémamegoldó.
Hän työskentelee tiedemiehenä ja keksijänä.;He works as a scientist and inventor.;Tudósként és feltalálóként dolgozik.
Hän on nero tiirikoimaan lukkoja.;He's a genius at picking locks.;Zseniális a zárnyitásban.
