Finnish;English;Hungarian
Mitä eettisiä kysymyksiä liittyy sikiön geneettiseen taustaukseen?;What ethical issues are related to the genetic background of the fetus?;Milyen etikai kérdések kapcsolódnak a magzat genetikai hátterének vizsgálatához?
Mikä eettinen pulma liittyy geneettisiin muunnelmiin?;What is the ethical dilemma associated with genetic modifications?;Milyen erkölcsi probléma kapcsolódik a genetikai módosításokhoz?
Miten nykylapsia kuvaillaan sosiaalisessa mediassa?;How are today's children described on social media?;Hogyan jellemzik a mai gyerekeket a közösségi médiában?
Miten käsitys lapsuudesta on muuttunut kautta aikojen?;How has the perception of childhood changed over time?;Miként változott a gyerekkorról alkotott kép az idők során?
Miten vanhempien sosiaalinen asema vaikuttaa lapsen elämään?;How does the parents' social status affect the child's life?;Milyen hatással van a szülők társadalmi helyzete a gyermek életére?
Miten vanhempien varallisuus vaikuttaa lapsen mahdollisuuksiin?;How does the parents' wealth affect the child's opportunities?;Hogyan befolyásolja a szülők anyagi helyzete a gyermek lehetőségeit?
Millaisia kasvatusmalleja on olemassa?;What kinds of education models are there?;Milyen nevelési modellek léteznek?
Miten monikulttuurisuus vaikuttaa lapsen identiteettiin?;How does multiculturalism affect a child's identity?;Miként befolyásolja a multikulturalizmus a gyermek identitását?
Millä tavoilla hallituksen päätökset vaikuttavat lapsuuteen?;In what ways do government decisions affect childhood?;Milyen módokon hatnak a kormány döntései a gyerekkorra?
Mikä on yhteiskunnan rooli lasten kasvatuksessa?;What is the role of society in raising children?;Mi a társadalom szerepe a gyermeknevelésben?
Miten globaalit muutokset vaikuttavat lasten koulutukseen?;How do global changes affect children's education?;Hogyan befolyásolják a globális változások a gyermekek oktatását?
Mitä tarkoitetaan käsitteellä "luonto vastaan kasvatus"?;What is meant by the term "nature versus nurture"?;Mit jelent a „veleszületett adottság kontra nevelés" kifejezés?
Miten maan sosioekonominen tilanne vaikuttaa lapsen elämään?;How does the socio-economic situation of a country affect a child's life?;Miként hat egy ország társadalmi-gazdasági helyzete a gyermek életére?
Miten ilmastonmuutos vaikuttaa lasten tulevaisuuteen?;How does climate change affect children's future?;Hogyan hat a klímaváltozás a gyerekek jövőjére?
Miten lapsia voi / täytyy tukea traumojen käsittelyssä?;How can / should children be supported in dealing with trauma?;Hogyan lehet / kell támogatni a gyerekeket a traumák feldolgozásában?
Miten lapsuusajan traumat vaikuttavat lapsen elämään aikuisena?;How do childhood traumas affect a child's life as an adult?;Milyen hatással vannak a gyermekkori traumák a felnőttkori életre?
